Loan_ID,Customer_ID,Application_Date,Branch,Region,Age,Gender,Occupation,Employment_Years,Annual_Income,Credit_Score,Loan_Purpose,Loan_Amount,Loan_Term_Months,Interest_Rate,EMI,Debt_To_Income_Ratio,LTV_Ratio,Risk_Category,Loan_Status,Collateral,Marital_Status,Dependents,Default_Flag
LN100314,CUST50314,2025-08-13,Bengaluru,West,31,Female,Analyst,0,394626,748,Business,3371340,240,17.13,16453.54,20.8,75.6,Medium,Active,Yes,Single,2,0
LN100315,CUST50315,2024-06-09,Delhi,West,51,Male,Manager,29,2117562,559,Business,2643687,84,14.07,35900.64,14.9,85.3,High,Active,No,Married,2,0
LN100316,CUST50316,2026-02-23,Hyderabad,West,41,Female,Engineer,28,1046212,603,Debt Consolidation,1765768,180,13.51,11135.13,35.6,42.4,High,Defaulted,Yes,Married,1,1
LN100317,CUST50317,2023-09-11,Chennai,South,48,Male,Manager,28,819053,650,Home,3780353,36,10.26,115783.81,42.5,65.2,Medium,Active,No,Single,4,0
LN100318,CUST50318,2023-11-03,Pune,East,49,Male,Clerk,28,1633476,501,Home,4252662,120,6.13,37611.25,57.4,52.5,High,Active,Yes,Single,2,0
LN100319,CUST50319,2024-06-03,Mumbai,North,34,Female,Teacher,16,987475,602,Business,1976306,36,11.8,61375.28,46.0,87.6,High,Delinquent,No,Single,0,0
LN100320,CUST50320,2025-08-08,Chennai,East,47,Female,Doctor,6,767518,801,Debt Consolidation,3599801,240,7.92,16187.11,22.8,71.6,Low,Active,No,Single,1,0
LN100321,CUST50321,2026-05-16,Kolkata,South,36,Male,Manager,35,986242,826,Debt Consolidation,1648028,36,15.98,53093.97,38.2,56.5,Low,Delinquent,No,Married,2,0
LN100322,CUST50322,2024-07-27,Pune,North,28,Female,Manager,5,2067345,503,Education,2008364,84,11.54,26668.2,51.7,51.0,High,Active,Yes,Married,0,0
LN100323,CUST50323,2024-11-21,Bengaluru,North,60,Female,Clerk,34,1483948,612,Education,2515424,60,6.71,44736.82,19.4,74.0,High,Active,Yes,Single,0,0
LN100324,CUST50324,2025-02-06,Hyderabad,North,48,Female,Engineer,30,961284,750,Education,4018073,240,6.1,17763.23,26.9,63.5,Low,Defaulted,No,Single,1,1
LN100325,CUST50325,2024-09-25,Kolkata,South,48,Female,Engineer,23,2458372,816,Auto,3725026,36,16.78,120835.7,24.3,78.8,Low,Paid,Yes,Single,0,0
LN100326,CUST50326,2024-12-24,Mumbai,East,49,Female,Manager,23,1108437,472,Debt Consolidation,3226515,36,17.51,105318.83,21.1,48.3,High,Paid,No,Single,2,0
LN100327,CUST50327,2024-10-14,Hyderabad,South,48,Female,Self-employed,12,1733859,774,Business,701673,120,17.21,6853.59,47.3,47.2,Low,Active,Yes,Single,0,0
LN100328,CUST50328,2026-05-12,Pune,South,48,Female,Doctor,23,1586360,515,Education,252680,180,15.47,1620.94,58.2,52.8,High,Active,Yes,Married,3,0
LN100329,CUST50329,2025-11-16,Mumbai,North,58,Male,Engineer,2,2094189,599,Personal,2642976,12,12.88,248615.94,47.5,56.9,High,Delinquent,Yes,Single,1,0
LN100330,CUST50330,2026-01-24,Pune,South,57,Male,Manager,29,868101,622,Education,1581769,48,14.23,37642.81,58.5,55.7,High,Defaulted,Yes,Married,0,1
LN100331,CUST50331,2024-06-03,Mumbai,South,54,Female,Engineer,31,508585,478,Home,146106,12,8.43,13201.89,20.6,56.8,High,Delinquent,No,Single,3,0
LN100332,CUST50332,2024-03-19,Mumbai,West,32,Male,Clerk,4,1290776,749,Medical,1850554,60,11.33,34337.03,39.2,51.4,Medium,Defaulted,Yes,Single,2,1
LN100333,CUST50333,2023-09-30,Chennai,East,21,Female,Engineer,15,1978911,755,Debt Consolidation,1306165,240,11.89,6089.45,54.6,93.0,Low,Active,Yes,Married,0,0
LN100334,CUST50334,2025-09-29,Mumbai,North,45,Female,Self-employed,6,441049,596,Business,2161694,84,9.58,28199.81,19.0,71.3,High,Defaulted,No,Married,3,1
LN100335,CUST50335,2025-07-09,Pune,North,44,Female,Engineer,17,1911907,637,Business,3095433,84,15.08,42407.43,44.8,69.9,High,Delinquent,Yes,Married,1,0
LN100336,CUST50336,2026-03-27,Delhi,West,61,Male,Self-employed,11,1774863,673,Personal,2330623,36,15.95,75065.48,27.2,57.0,Medium,Active,Yes,Single,2,0
LN100337,CUST50337,2025-11-25,Kolkata,East,39,Male,Engineer,12,899876,510,Medical,1923648,120,7.21,17186.19,42.0,72.3,High,Active,Yes,Married,1,0
LN100338,CUST50338,2025-11-17,Kolkata,South,57,Male,Clerk,12,345625,456,Education,2656368,120,14.31,25304.12,31.5,55.5,High,Active,Yes,Single,0,0
LN100339,CUST50339,2024-04-19,Mumbai,South,43,Male,Clerk,15,2057452,745,Home,2175344,84,16.66,30211.38,29.6,64.4,Medium,Paid,Yes,Married,3,0
LN100340,CUST50340,2023-10-21,Kolkata,East,44,Male,Analyst,5,513023,524,Home,3655892,120,7.91,32875.61,12.3,55.3,High,Delinquent,No,Married,2,0
LN100341,CUST50341,2026-01-11,Hyderabad,South,45,Male,Teacher,14,1455927,767,Medical,3835934,60,13.54,72588.66,27.8,81.4,Low,Defaulted,Yes,Married,4,1
LN100342,CUST50342,2024-07-27,Hyderabad,North,62,Female,Manager,26,404872,493,Business,1943515,180,9.91,11867.32,33.2,61.4,High,Active,No,Married,3,0
LN100343,CUST50343,2024-07-21,Mumbai,West,52,Male,Self-employed,19,673487,752,Home,4841099,84,13.32,65308.73,42.2,47.8,Low,Active,No,Married,0,0
LN100344,CUST50344,2024-03-07,Hyderabad,North,38,Female,Analyst,30,1272307,579,Auto,1741959,12,11.82,162321.55,26.4,60.9,High,Delinquent,Yes,Married,0,0
LN100345,CUST50345,2024-07-03,Bengaluru,South,53,Female,Teacher,27,2208171,548,Home,3627416,120,13.94,34442.31,46.3,48.3,High,Defaulted,Yes,Single,0,1
LN100346,CUST50346,2024-01-19,Bengaluru,East,25,Female,Self-employed,10,1726440,649,Medical,1390307,60,9.2,25303.59,47.3,56.1,High,Delinquent,No,Single,3,0
LN100347,CUST50347,2025-04-29,Kolkata,North,21,Female,Manager,14,486386,650,Home,3137562,120,11.97,29276.07,5.2,49.4,Medium,Active,Yes,Married,4,0
LN100348,CUST50348,2023-10-07,Mumbai,North,33,Female,Manager,16,1643706,687,Personal,383967,12,8.69,34777.81,47.6,69.4,Medium,Active,Yes,Single,4,0
LN100349,CUST50349,2026-01-27,Mumbai,West,37,Female,Engineer,17,802812,785,Auto,410548,36,9.11,12443.03,41.0,50.6,Low,Paid,No,Married,3,0
LN100350,CUST50350,2025-02-06,Kolkata,South,22,Female,Analyst,24,221540,574,Debt Consolidation,1363042,240,14.48,6501.71,43.6,58.3,High,Defaulted,No,Married,0,1
LN100351,CUST50351,2023-08-31,Delhi,East,29,Female,Clerk,15,1001435,831,Auto,2274341,36,9.55,69209.46,17.4,63.0,Low,Paid,Yes,Married,4,0
LN100352,CUST50352,2024-07-02,Mumbai,South,42,Female,Manager,27,1109050,690,Education,195900,36,6.53,5797.01,17.0,64.2,Medium,Paid,No,Single,4,0
LN100353,CUST50353,2025-04-10,Kolkata,East,61,Male,Engineer,5,1784637,482,Personal,3858127,84,14.87,52759.89,39.9,75.3,High,Delinquent,Yes,Married,2,0
LN100354,CUST50354,2024-09-24,Bengaluru,West,34,Male,Self-employed,18,1178408,743,Business,980124,48,10.02,22465.26,51.0,67.8,Medium,Active,Yes,Single,2,0
LN100355,CUST50355,2024-01-04,Mumbai,West,65,Male,Self-employed,0,244209,768,Personal,3432781,48,7.17,76643.99,9.7,92.9,Low,Delinquent,Yes,Single,2,0
LN100356,CUST50356,2024-11-24,Delhi,West,42,Female,Doctor,13,832403,839,Education,3641375,240,10.89,16824.67,7.7,42.8,Low,Active,Yes,Single,2,0
LN100357,CUST50357,2025-12-20,Hyderabad,East,25,Male,Analyst,34,497031,591,Business,1462474,48,15.89,35309.61,29.4,56.7,High,Active,No,Single,4,0
LN100358,CUST50358,2025-05-02,Mumbai,South,33,Female,Analyst,7,1261355,787,Debt Consolidation,3949916,48,10.96,91308.89,31.2,63.7,Low,Paid,Yes,Married,0,0
LN100359,CUST50359,2023-11-09,Kolkata,East,51,Female,Manager,31,826509,603,Debt Consolidation,3803790,180,17.79,24891.58,56.9,55.9,High,Active,No,Single,1,0
LN100360,CUST50360,2024-02-22,Delhi,South,48,Female,Teacher,12,1916481,833,Debt Consolidation,432847,48,9.67,9889.65,28.7,93.7,Low,Active,Yes,Single,4,0
LN100361,CUST50361,2024-01-18,Delhi,North,26,Male,Clerk,7,936409,514,Debt Consolidation,3438951,84,13.32,46393.09,37.8,50.5,High,Defaulted,No,Married,4,1
LN100362,CUST50362,2025-10-18,Chennai,North,63,Male,Engineer,5,1368893,671,Home,1249123,60,12.65,23452.28,31.1,77.8,Medium,Paid,Yes,Married,2,0
LN100363,CUST50363,2025-11-22,Delhi,South,52,Male,Manager,20,633099,662,Debt Consolidation,126766,48,16.03,3064.3,34.6,55.7,Medium,Paid,Yes,Married,0,0
LN100364,CUST50364,2026-02-21,Kolkata,North,21,Male,Clerk,35,1134583,681,Medical,2816599,24,6.17,124599.3,58.3,72.0,Medium,Paid,No,Married,4,0
LN100365,CUST50365,2025-05-09,Kolkata,West,40,Male,Doctor,15,544262,516,Debt Consolidation,4019144,12,6.61,357067.45,14.3,88.5,High,Defaulted,Yes,Married,0,1
LN100366,CUST50366,2024-09-04,Mumbai,South,36,Male,Clerk,14,1104947,464,Debt Consolidation,2709714,84,10.85,35758.55,43.1,60.4,High,Delinquent,No,Single,3,0
LN100367,CUST50367,2023-07-28,Pune,South,37,Female,Manager,12,1132333,794,Personal,52334,84,12.63,701.71,15.6,71.4,Low,Active,No,Single,4,0
LN100368,CUST50368,2025-04-15,Pune,East,23,Male,Teacher,26,2004258,613,Debt Consolidation,3621481,240,10.9,16734.26,58.4,65.8,High,Active,No,Married,3,0
LN100369,CUST50369,2024-12-17,Delhi,West,55,Male,Self-employed,21,289538,842,Debt Consolidation,2572170,36,12.15,80130.24,14.2,93.3,Low,Active,Yes,Single,2,0
LN100370,CUST50370,2026-06-03,Mumbai,North,35,Female,Manager,18,1684232,702,Education,4425506,180,9.06,26813.65,17.3,88.2,Medium,Defaulted,No,Single,2,1
LN100371,CUST50371,2025-10-03,Chennai,West,24,Male,Engineer,23,1929310,591,Personal,2384491,24,10.24,109527.62,13.9,72.0,High,Defaulted,Yes,Single,2,1
LN100372,CUST50372,2025-02-14,Hyderabad,West,53,Female,Self-employed,6,1232976,829,Business,111470,36,16.08,3594.29,45.8,40.6,Low,Defaulted,No,Single,3,1
LN100373,CUST50373,2024-10-24,Mumbai,South,45,Female,Engineer,15,1622602,800,Personal,2358093,240,7.73,10584.89,41.9,66.3,Low,Active,No,Married,2,0
LN100374,CUST50374,2023-11-12,Pune,East,32,Female,Engineer,15,2034981,816,Business,2746433,240,17.83,13483.84,10.4,68.9,Low,Paid,No,Married,2,0
LN100375,CUST50375,2023-10-05,Pune,South,28,Female,Teacher,22,1306442,467,Debt Consolidation,1443065,24,16.33,69946.56,22.8,84.4,High,Delinquent,No,Single,4,0
LN100376,CUST50376,2025-06-02,Bengaluru,East,47,Male,Self-employed,35,1112088,515,Medical,4960890,60,7.57,88940.49,33.8,85.2,High,Active,No,Single,4,0
LN100377,CUST50377,2024-11-07,Hyderabad,North,30,Male,Doctor,22,2055321,485,Debt Consolidation,186780,180,9.83,1139.67,38.9,77.8,High,Delinquent,No,Married,1,0
LN100378,CUST50378,2026-05-11,Chennai,North,28,Female,Clerk,11,1552685,825,Education,4233462,48,16.21,102493.88,34.2,63.1,Low,Delinquent,No,Single,3,0
LN100379,CUST50379,2026-02-09,Delhi,South,56,Male,Engineer,1,261958,648,Auto,1831566,60,9.38,33389.45,12.2,64.5,High,Delinquent,No,Married,4,0
LN100380,CUST50380,2025-07-18,Hyderabad,South,36,Female,Clerk,6,1179353,705,Medical,1234415,84,8.92,16006.25,46.1,42.6,Medium,Delinquent,No,Single,2,0
LN100381,CUST50381,2024-11-22,Pune,West,28,Male,Doctor,0,643964,471,Business,3528094,60,10.35,64887.53,11.9,69.5,High,Delinquent,Yes,Married,3,0
LN100382,CUST50382,2024-04-21,Delhi,North,24,Female,Clerk,14,2379327,689,Education,3729541,240,16.04,18032.33,8.5,77.2,Medium,Paid,No,Married,1,0
LN100383,CUST50383,2024-05-06,Hyderabad,East,43,Male,Self-employed,9,1003832,459,Auto,4247980,24,14.51,202681.75,24.2,62.4,High,Delinquent,No,Married,0,0
LN100384,CUST50384,2025-08-29,Bengaluru,South,27,Female,Clerk,1,2375394,767,Education,1635012,84,9.65,21342.75,21.3,45.3,Low,Defaulted,No,Married,0,1
LN100385,CUST50385,2025-07-02,Kolkata,North,26,Male,Clerk,23,1481201,663,Business,2439416,12,7.62,218774.96,23.3,51.7,Medium,Delinquent,Yes,Single,3,0
LN100386,CUST50386,2025-10-24,Kolkata,South,52,Male,Clerk,32,976784,564,Auto,103255,48,17.77,2533.4,16.8,81.4,High,Active,Yes,Married,2,0
LN100387,CUST50387,2024-05-28,Hyderabad,North,45,Male,Engineer,10,1144646,807,Business,2541708,120,6.34,22523.77,55.9,60.8,Low,Paid,Yes,Married,4,0
LN100388,CUST50388,2025-09-09,Mumbai,West,52,Male,Manager,6,2325315,505,Personal,822915,180,6.38,4863.43,15.2,55.2,High,Delinquent,No,Married,4,0
LN100389,CUST50389,2025-04-25,Delhi,East,62,Male,Analyst,6,1328835,640,Business,2108480,12,9.33,192100.1,39.9,70.2,High,Defaulted,Yes,Married,4,1
LN100390,CUST50390,2024-04-24,Mumbai,East,34,Male,Engineer,2,1376342,747,Auto,492443,120,12.13,4601.47,37.1,88.3,Medium,Active,Yes,Single,1,0
LN100391,CUST50391,2025-04-25,Pune,South,46,Female,Clerk,13,2039518,534,Home,4790666,24,16.83,233205.63,5.6,60.9,High,Delinquent,Yes,Single,0,0
LN100392,CUST50392,2024-07-23,Delhi,South,58,Male,Self-employed,20,666672,608,Debt Consolidation,2401493,180,13.6,15156.09,36.5,40.5,High,Delinquent,No,Married,4,0
LN100393,CUST50393,2025-04-21,Chennai,East,31,Male,Analyst,14,1701628,722,Personal,2532959,120,9.52,23117.47,13.2,45.0,Medium,Paid,No,Married,3,0
LN100394,CUST50394,2024-02-14,Pune,East,40,Female,Clerk,1,1917748,778,Debt Consolidation,322288,84,8.14,4149.07,25.5,74.8,Low,Paid,Yes,Single,2,0
LN100395,CUST50395,2024-04-25,Hyderabad,North,31,Male,Manager,1,1146826,462,Business,3432449,24,10.54,158092.88,39.1,72.8,High,Delinquent,No,Married,3,0
LN100396,CUST50396,2023-08-20,Bengaluru,East,30,Male,Engineer,27,1596178,542,Debt Consolidation,3625567,36,13.09,113893.16,44.0,85.2,High,Delinquent,No,Married,0,0
LN100397,CUST50397,2024-12-16,Chennai,East,48,Female,Doctor,35,1473184,833,Auto,2889328,60,7.52,51776.76,26.3,80.2,Low,Defaulted,Yes,Married,2,1
LN100398,CUST50398,2025-08-28,Hyderabad,West,65,Female,Self-employed,33,2374748,675,Medical,242957,48,10.68,5602.18,14.3,51.0,Medium,Active,No,Single,3,0
LN100399,CUST50399,2024-10-05,Mumbai,East,45,Female,Clerk,31,1845963,510,Business,581846,48,11.79,13550.95,36.1,82.5,High,Paid,Yes,Married,2,0
LN100400,CUST50400,2023-10-27,Mumbai,South,40,Male,Engineer,2,1606230,627,Auto,1234232,48,10.26,28351.34,8.0,55.9,High,Paid,Yes,Single,1,0
LN100401,CUST50401,2023-09-18,Bengaluru,South,36,Male,Clerk,27,1220275,713,Debt Consolidation,4384760,240,9.74,20049.32,22.1,72.0,Medium,Active,No,Single,1,0
LN100402,CUST50402,2026-06-19,Delhi,East,55,Male,Manager,32,1413986,606,Auto,4942066,84,9.06,64164.49,21.4,55.0,High,Defaulted,Yes,Single,2,1
LN100403,CUST50403,2023-10-09,Chennai,North,60,Male,Engineer,30,2166671,512,Business,3918467,24,14.89,187580.28,40.2,73.0,High,Delinquent,No,Married,0,0
LN100404,CUST50404,2023-11-20,Mumbai,East,46,Female,Doctor,11,930098,494,Personal,3820912,84,6.21,48311.79,19.4,45.5,High,Paid,No,Married,3,0
LN100405,CUST50405,2025-05-27,Kolkata,South,58,Female,Clerk,13,473747,672,Personal,2159606,12,10.98,199727.56,33.2,48.5,Medium,Delinquent,Yes,Married,4,0
LN100406,CUST50406,2024-02-25,Chennai,East,25,Male,Engineer,30,664673,551,Auto,2757789,36,9.34,83760.18,21.8,62.2,High,Active,Yes,Single,2,0
LN100407,CUST50407,2023-09-14,Kolkata,South,23,Female,Clerk,24,1791040,770,Personal,1668529,12,12.28,156118.7,52.3,56.4,Low,Active,Yes,Single,4,0
LN100408,CUST50408,2026-03-10,Delhi,East,34,Male,Self-employed,19,2174228,621,Home,754407,12,8.89,68456.15,11.7,41.9,High,Delinquent,No,Single,0,0
LN100409,CUST50409,2025-06-24,Hyderabad,North,63,Male,Self-employed,15,2131605,799,Home,3138378,48,10.91,72516.15,25.5,47.6,Low,Paid,No,Single,1,0
LN100410,CUST50410,2025-05-14,Pune,East,22,Female,Self-employed,16,1134506,696,Auto,4649273,24,7.12,207512.55,42.3,52.1,Medium,Delinquent,No,Married,4,0
LN100411,CUST50411,2024-07-30,Bengaluru,West,45,Male,Teacher,0,480728,480,Business,3307640,36,9.63,100726.83,47.5,53.7,High,Paid,No,Single,1,0
LN100412,CUST50412,2024-01-04,Delhi,South,36,Female,Engineer,28,536466,527,Personal,3793617,120,11.96,35394.45,11.1,45.8,High,Defaulted,No,Married,4,1
LN100413,CUST50413,2025-08-09,Kolkata,North,55,Male,Doctor,24,507540,534,Education,807778,180,8.46,4867.31,7.1,65.2,High,Active,Yes,Married,4,0
LN100414,CUST50414,2023-08-24,Chennai,East,64,Female,Manager,1,1801574,801,Education,449227,24,15.25,21572.25,59.7,94.4,Low,Delinquent,Yes,Married,4,0
LN100415,CUST50415,2025-04-04,Bengaluru,West,32,Male,Analyst,15,667321,480,Home,1474085,120,10.83,13614.4,53.8,56.2,High,Delinquent,No,Married,2,0
LN100416,CUST50416,2023-10-13,Hyderabad,West,65,Male,Self-employed,22,2414563,482,Education,705810,120,10.33,6489.33,26.7,78.8,High,Defaulted,Yes,Single,4,1
LN100417,CUST50417,2026-06-21,Hyderabad,South,51,Male,Analyst,8,2243521,668,Personal,2339807,12,11.35,217114.59,48.3,88.1,Medium,Paid,No,Married,2,0
LN100418,CUST50418,2026-03-16,Bengaluru,North,43,Male,Clerk,14,489043,785,Business,2280749,48,10.2,52362.2,5.9,94.0,Low,Active,No,Single,2,0
LN100419,CUST50419,2025-02-25,Bengaluru,South,24,Female,Manager,12,2205793,584,Business,3044034,180,6.17,17954.73,51.6,60.0,High,Active,Yes,Married,0,0
LN100420,CUST50420,2025-12-04,Chennai,East,33,Male,Teacher,3,576959,642,Debt Consolidation,4094464,12,8.59,370514.87,53.0,59.5,High,Paid,No,Married,4,0
LN100421,CUST50421,2024-08-31,Bengaluru,South,32,Female,Engineer,22,810054,497,Home,2803933,180,10.29,17180.32,25.7,48.0,High,Defaulted,Yes,Married,2,1
LN100422,CUST50422,2026-03-25,Mumbai,North,48,Male,Teacher,15,1820266,500,Home,1925329,240,13.11,9073.92,51.0,75.4,High,Active,No,Married,2,0
LN100423,CUST50423,2024-04-02,Chennai,South,63,Male,Teacher,7,1141766,677,Education,4911671,24,8.36,221761.95,11.4,93.7,Medium,Paid,No,Single,1,0
LN100424,CUST50424,2025-07-27,Bengaluru,South,31,Male,Analyst,23,1037507,539,Education,366544,60,12.51,6873.31,31.3,65.9,High,Active,Yes,Married,1,0
LN100425,CUST50425,2025-10-03,Chennai,South,29,Female,Engineer,11,576965,804,Personal,1297004,48,7.54,29058.29,31.9,70.5,Low,Active,No,Single,3,0
LN100426,CUST50426,2024-02-24,Hyderabad,West,56,Female,Teacher,23,457813,586,Personal,3426416,60,8.22,61801.12,47.2,49.7,High,Active,No,Married,1,0
LN100427,CUST50427,2024-07-25,Mumbai,North,61,Male,Manager,15,1536705,655,Home,1841268,48,6.12,40707.37,54.1,58.8,Medium,Delinquent,Yes,Married,1,0
LN100428,CUST50428,2024-05-02,Hyderabad,South,54,Female,Clerk,3,2143297,587,Medical,4059141,240,7.39,18162.96,15.1,71.3,High,Delinquent,Yes,Single,1,0
LN100429,CUST50429,2026-06-01,Pune,West,60,Female,Manager,22,1290302,729,Medical,1144851,12,16.45,111098.25,40.7,60.0,Medium,Paid,Yes,Married,4,0
LN100430,CUST50430,2026-01-26,Delhi,South,47,Male,Manager,23,565869,489,Education,4900797,120,10.01,44928.06,50.4,87.0,High,Active,Yes,Married,0,0
LN100431,CUST50431,2025-08-04,Mumbai,North,24,Male,Analyst,33,210624,660,Personal,1740815,180,9.67,10606.4,50.6,56.8,Medium,Delinquent,No,Married,1,0
LN100432,CUST50432,2024-09-20,Mumbai,North,51,Male,Self-employed,35,1727656,647,Personal,1346042,240,15.03,6451.47,22.2,70.7,High,Delinquent,Yes,Single,4,0
LN100433,CUST50433,2024-01-11,Mumbai,South,40,Female,Manager,11,2397190,571,Auto,2151189,12,14.27,204846.97,28.7,78.7,High,Defaulted,No,Single,2,1
LN100434,CUST50434,2025-05-15,Hyderabad,South,24,Male,Manager,19,2162801,665,Debt Consolidation,4597685,48,10.08,105440.24,7.1,92.1,Medium,Defaulted,No,Married,1,1
LN100435,CUST50435,2023-08-31,Delhi,South,30,Male,Doctor,11,309790,452,Auto,2139704,240,7.3,9566.26,57.3,76.0,High,Delinquent,Yes,Married,3,0
LN100436,CUST50436,2024-12-13,Mumbai,West,41,Male,Self-employed,32,2356124,472,Medical,4512644,36,8.42,135905.8,34.1,61.3,High,Delinquent,No,Single,1,0
LN100437,CUST50437,2026-03-30,Bengaluru,East,22,Male,Self-employed,22,316252,505,Medical,2034462,180,7.85,12189.82,51.8,67.0,High,Active,No,Married,2,0
LN100438,CUST50438,2025-04-13,Pune,East,43,Male,Doctor,1,252657,582,Debt Consolidation,740765,48,17.43,18122.51,41.9,71.3,High,Defaulted,No,Married,0,1
LN100439,CUST50439,2024-09-15,Chennai,South,58,Male,Teacher,27,1915372,655,Education,4329839,120,12.22,40491.21,26.6,53.3,Medium,Active,Yes,Single,1,0
LN100440,CUST50440,2025-05-04,Mumbai,North,24,Male,Engineer,14,1458654,480,Medical,1321583,48,10.92,30539.58,9.3,49.5,High,Delinquent,Yes,Single,3,0
LN100441,CUST50441,2024-01-25,Mumbai,North,61,Male,Clerk,18,2176334,633,Education,94955,24,12.98,4470.01,28.9,89.5,High,Active,Yes,Married,3,0
LN100442,CUST50442,2023-08-25,Mumbai,North,36,Female,Self-employed,26,1934474,609,Debt Consolidation,1078114,120,14.19,10259.15,12.3,82.1,High,Defaulted,Yes,Single,2,1
LN100443,CUST50443,2026-02-08,Mumbai,West,56,Female,Doctor,35,1156077,812,Home,948816,180,8.46,5717.14,45.7,53.3,Low,Defaulted,No,Married,1,1
LN100444,CUST50444,2023-10-13,Delhi,East,46,Male,Doctor,23,2082307,597,Auto,1011681,48,8.17,22798.65,17.4,79.1,High,Delinquent,Yes,Single,0,0
LN100445,CUST50445,2025-12-16,Mumbai,South,23,Male,Self-employed,11,412246,792,Debt Consolidation,2765212,24,7.49,123846.93,10.5,61.8,Low,Active,No,Married,4,0
LN100446,CUST50446,2023-10-12,Kolkata,North,58,Male,Self-employed,15,1359180,613,Medical,3614341,84,9.25,47007.95,43.6,55.0,High,Defaulted,Yes,Single,0,1
LN100447,CUST50447,2025-07-18,Chennai,North,40,Male,Clerk,18,843072,463,Personal,4968368,180,17.78,32509.69,44.8,94.8,High,Delinquent,No,Married,0,0
LN100448,CUST50448,2024-11-04,Mumbai,North,42,Male,Analyst,12,1015434,466,Medical,1409774,84,16.98,19632.78,27.6,72.6,High,Delinquent,No,Married,3,0
LN100449,CUST50449,2025-10-22,Pune,East,42,Female,Doctor,3,1780806,565,Education,4626455,180,12.9,29018.15,39.6,83.8,High,Defaulted,No,Married,4,1
LN100450,CUST50450,2024-09-25,Mumbai,North,28,Male,Self-employed,9,868139,535,Debt Consolidation,4520830,36,12.79,141640.12,18.9,75.7,High,Active,Yes,Single,2,0
LN100451,CUST50451,2023-11-21,Hyderabad,West,55,Female,Clerk,23,1643900,475,Debt Consolidation,1745310,12,11.51,162182.93,44.0,74.7,High,Active,No,Married,2,0
LN100452,CUST50452,2024-04-14,Pune,East,30,Male,Teacher,5,735828,850,Home,226514,60,16.42,4395.13,12.8,84.7,Low,Active,No,Single,4,0
LN100453,CUST50453,2025-06-11,Delhi,East,36,Male,Self-employed,33,1864263,842,Home,3873290,36,13.08,121664.34,52.1,51.9,Low,Active,Yes,Single,3,0
LN100454,CUST50454,2023-11-30,Pune,South,40,Male,Clerk,7,317006,642,Home,4727917,36,17.36,154130.09,47.2,69.0,High,Delinquent,Yes,Married,2,0
LN100455,CUST50455,2025-04-20,Chennai,East,35,Female,Manager,16,1719549,451,Debt Consolidation,1112552,48,9.99,25493.67,6.7,63.6,High,Delinquent,No,Married,1,0
LN100456,CUST50456,2024-01-04,Delhi,South,25,Female,Self-employed,4,2165998,811,Debt Consolidation,1009640,48,13.79,23934.78,23.7,63.3,Low,Active,No,Married,0,0
LN100457,CUST50457,2026-05-11,Bengaluru,West,56,Male,Manager,3,1563485,508,Personal,2826914,84,17.41,39512.85,7.8,93.4,High,Defaulted,Yes,Single,1,1
LN100458,CUST50458,2025-08-06,Pune,North,40,Female,Analyst,19,522235,656,Personal,1807435,120,8.98,16414.52,33.3,81.1,Medium,Active,No,Single,3,0
LN100459,CUST50459,2023-12-07,Chennai,East,27,Male,Manager,30,1008692,655,Education,2672518,180,17.38,17427.79,48.9,58.4,Medium,Active,No,Married,0,0
LN100460,CUST50460,2024-08-30,Pune,South,65,Male,Clerk,16,1050119,541,Debt Consolidation,4432361,36,13.89,140222.67,19.0,45.9,High,Delinquent,No,Single,3,0
LN100461,CUST50461,2025-12-30,Kolkata,South,23,Female,Engineer,30,1860415,481,Education,338722,120,11.65,3151.53,50.2,81.5,High,Active,Yes,Single,4,0
LN100462,CUST50462,2026-04-16,Kolkata,East,58,Female,Clerk,12,2341279,462,Debt Consolidation,3421781,24,9.98,156803.11,48.2,78.3,High,Delinquent,No,Married,1,0
LN100463,CUST50463,2023-12-29,Kolkata,North,51,Female,Self-employed,9,1450080,601,Business,1641303,120,8.96,14903.03,11.5,65.9,High,Paid,Yes,Married,1,0
LN100464,CUST50464,2025-07-22,Pune,West,28,Male,Clerk,28,1677005,836,Debt Consolidation,992656,120,11.16,9195.3,52.8,92.9,Low,Active,No,Single,4,0
LN100465,CUST50465,2025-12-22,Hyderabad,South,29,Male,Engineer,27,2029084,750,Debt Consolidation,1666497,240,17.2,8138.06,18.7,74.0,Low,Paid,No,Single,2,0
LN100466,CUST50466,2023-10-25,Mumbai,East,45,Male,Manager,24,2054590,707,Personal,4594532,240,15.4,22092.04,55.6,61.6,Medium,Delinquent,Yes,Married,0,0
LN100467,CUST50467,2023-10-23,Delhi,East,42,Female,Engineer,9,2043265,511,Home,628177,120,12.28,5877.64,22.6,47.8,High,Defaulted,Yes,Married,1,1
LN100468,CUST50468,2024-07-22,Pune,North,22,Male,Analyst,24,2128938,606,Home,4440229,24,10.74,204879.57,36.1,65.2,High,Delinquent,Yes,Single,4,0
LN100469,CUST50469,2025-01-04,Hyderabad,East,61,Male,Clerk,23,1866065,599,Education,349546,180,6.96,2077.08,41.3,92.0,High,Delinquent,No,Married,2,0
LN100470,CUST50470,2025-04-18,Delhi,South,35,Male,Analyst,23,1323587,511,Education,2072064,12,13.73,196379.87,30.6,78.1,High,Defaulted,Yes,Married,4,1
